"id_new","buy","age","gender","tenure","region","dl","has_v_insurance","v_age","v_accident","v_prem_quote","cs_rep"
"a00017457",1,44,"female",258,4,1,0,"> 2 years","yes",2630.0,163
"a00017458",1,51,"female",64,28,1,0,"1-2 year","yes",2630.0,122
"a00017459",0,25,"male",164,28,1,1,"< 1 year","no",42332.0,154
"a00017460",0,23,"female",68,12,1,1,"< 1 year","no",28113.0,151
"a00017461",0,39,"male",135,28,1,0,"1-2 year","yes",61917.0,122
"a00017462",0,35,"male",117,4,1,0,"1-2 year","yes",2630.0,154
"a00017463",0,49,"female",100,27,1,1,"1-2 year","no",29508.0,154
"a00017464",0,56,"male",249,28,1,0,"1-2 year","yes",44876.0,154
"a00017465",0,61,"male",231,13,1,0,"> 2 years","yes",46008.0,163
"a00017466",0,54,"male",33,28,1,1,"1-2 year","yes",25640.0,122
"a00017467",1,34,"female",276,28,1,0,"1-2 year","yes",47655.0,122
"a00017468",1,67,"female",161,29,1,0,"1-2 year","yes",32498.0,163
"a00017469",0,27,"male",273,37,1,0,"< 1 year","yes",36592.0,151
"a00017470",0,76,"male",299,28,1,0,"> 2 years","yes",41099.0,122
"a00017471",1,47,"male",268,28,1,0,"1-2 year","yes",29621.0,122
"a00017472",0,31,"male",159,28,1,0,"< 1 year","yes",2630.0,163
"a00017473",0,24,"male",25,15,1,0,"< 1 year","yes",38003.0,151
"a00017474",0,80,"male",237,50,1,0,"> 2 years","yes",2630.0,163
"a00017475",0,23,"female",282,21,1,1,"< 1 year","no",17024.0,151
"a00017476",1,34,"male",133,28,1,0,"1-2 year","yes",31270.0,163
"a00017477",0,49,"female",29,28,1,0,"1-2 year","yes",26391.0,122
"a00017478",0,26,"female",254,28,1,0,"< 1 year","yes",37684.0,122
"a00017479",0,66,"male",208,46,1,0,"1-2 year","yes",56916.0,154
"a00017480",0,27,"female",209,14,1,0,"< 1 year","yes",29315.0,154
"a00017481",0,31,"male",231,41,1,0,"1-2 year","no",31461.0,154
"a00017482",0,65,"female",183,15,1,0,"1-2 year","yes",2630.0,154
"a00017483",0,67,"male",237,6,1,0,"1-2 year","yes",43556.0,122
"a00017484",0,23,"female",42,14,1,0,"< 1 year","yes",27705.0,151
"a00017485",0,39,"female",167,28,1,1,"1-2 year","no",43464.0,122
"a00017486",0,71,"female",159,28,1,1,"1-2 year","yes",32137.0,122
"a00017487",0,33,"male",248,28,1,0,"< 1 year","yes",42726.0,122
"a00017488",0,24,"female",193,3,1,0,"< 1 year","yes",26195.0,151
"a00017489",0,51,"male",26,28,1,0,"1-2 year","yes",58070.0,163
"a00017490",1,34,"male",147,6,1,0,"1-2 year","yes",29576.0,154
"a00017491",0,65,"female",265,28,1,1,"1-2 year","no",59066.0,122
"a00017492",0,46,"male",18,7,1,0,"1-2 year","yes",2630.0,122
"a00017493",0,25,"male",282,28,1,0,"< 1 year","yes",29422.0,163
"a00017494",0,23,"male",291,8,1,0,"< 1 year","yes",31970.0,151
"a00017495",0,44,"male",225,28,1,0,"1-2 year","yes",41276.0,122
"a00017496",0,25,"female",266,15,1,1,"< 1 year","no",29924.0,151
"a00017497",0,22,"male",99,3,1,0,"< 1 year","no",18326.0,163
"a00017498",0,33,"female",245,18,1,1,"< 1 year","yes",30721.0,154
"a00017499",0,43,"female",147,49,1,0,"> 2 years","yes",31128.0,154
"a00017500",0,45,"male",149,50,1,0,"1-2 year","yes",34649.0,122
"a00017501",1,36,"female",63,30,1,0,"1-2 year","yes",2630.0,154
"a00017502",0,39,"female",126,28,1,1,"1-2 year","no",65452.0,122
"a00017503",1,36,"female",165,37,1,0,"1-2 year","yes",28841.0,163
"a00017504",0,41,"male",77,26,1,1,"1-2 year","no",30888.0,154
"a00017505",1,63,"male",218,28,1,0,"1-2 year","yes",2630.0,122
"a00017506",0,75,"male",200,41,1,0,"1-2 year","yes",37507.0,154
"a00017507",0,58,"female",200,28,1,0,"1-2 year","yes",30563.0,122
"a00017508",0,29,"female",230,30,1,1,"< 1 year","no",38773.0,151
"a00017509",1,46,"male",77,46,1,0,"1-2 year","yes",27856.0,163
"a00017510",0,23,"female",120,8,1,1,"< 1 year","no",43483.0,151
"a00017511",0,22,"female",297,28,1,0,"1-2 year","no",49546.0,154
"a00017512",0,24,"male",288,8,1,0,"< 1 year","yes",60553.0,151
"a00017513",0,72,"female",155,18,1,0,"1-2 year","yes",22213.0,154
"a00017514",0,51,"male",172,33,1,1,"1-2 year","no",2630.0,122
"a00017515",0,23,"female",205,15,1,0,"< 1 year","yes",37267.0,151
"a00017516",0,60,"female",244,41,1,1,"1-2 year","no",37370.0,122
"a00017517",0,74,"male",30,28,1,0,"1-2 year","yes",37755.0,122
"a00017518",0,75,"male",57,48,1,1,"1-2 year","no",2630.0,122
"a00017519",0,40,"male",104,1,1,0,"1-2 year","yes",2630.0,154
"a00017520",0,23,"female",40,6,1,1,"< 1 year","no",15677.0,151
"a00017521",1,35,"male",191,28,1,0,"1-2 year","no",2630.0,163
"a00017522",0,23,"female",260,37,1,0,"< 1 year","yes",32107.0,151
"a00017523",0,24,"female",185,47,1,0,"< 1 year","no",36631.0,151
"a00017524",0,26,"female",135,29,1,1,"< 1 year","no",24323.0,151
"a00017525",0,28,"female",81,28,1,0,"1-2 year","yes",2630.0,163
"a00017526",0,33,"male",218,28,1,1,"< 1 year","yes",32111.0,154
"a00017527",0,42,"male",109,28,1,0,"> 2 years","yes",29614.0,154
"a00017528",1,39,"female",197,28,1,0,"1-2 year","yes",24124.0,122
"a00017529",0,29,"male",114,16,1,1,"< 1 year","no",34485.0,151
"a00017530",0,56,"female",205,28,1,0,"1-2 year","yes",40921.0,163
"a00017531",0,34,"female",56,28,1,0,"1-2 year","yes",39573.0,122
"a00017532",0,33,"male",213,35,1,0,"1-2 year","yes",40976.0,154
"a00017533",0,28,"male",21,4,1,0,"1-2 year","yes",26141.0,154
"a00017534",0,42,"female",206,28,1,0,"1-2 year","no",48490.0,122
"a00017535",0,49,"female",230,0,1,1,"1-2 year","no",2630.0,122
"a00017536",1,66,"male",65,18,1,0,"1-2 year","yes",2630.0,154
"a00017537",0,23,"female",284,14,1,0,"< 1 year","yes",26317.0,151
"a00017538",0,43,"female",139,30,1,0,"1-2 year","yes",2630.0,154
"a00017539",0,54,"female",261,28,1,0,"1-2 year","yes",31464.0,122
"a00017540",1,56,"male",58,28,1,0,"1-2 year","yes",64740.0,122
"a00017541",0,24,"male",223,7,1,0,"< 1 year","no",41377.0,154
"a00017542",0,28,"male",126,32,1,0,"< 1 year","yes",27894.0,151
"a00017543",0,24,"female",170,44,1,1,"< 1 year","no",21073.0,151
"a00017544",0,71,"male",22,28,1,1,"1-2 year","no",39031.0,122
"a00017545",0,31,"male",80,8,1,1,"< 1 year","no",26247.0,151
"a00017546",0,41,"male",264,35,1,0,"1-2 year","yes",21181.0,154
"a00017547",0,25,"female",58,11,1,0,"< 1 year","yes",20596.0,154
"a00017548",0,24,"male",272,36,1,1,"< 1 year","no",31318.0,151
"a00017549",0,43,"male",212,41,1,1,"1-2 year","yes",46319.0,154
"a00017550",0,33,"male",127,28,1,0,"< 1 year","yes",24048.0,122
"a00017551",0,47,"male",176,41,1,0,"1-2 year","yes",28154.0,154
"a00017552",0,31,"male",72,7,1,0,"1-2 year","yes",34316.0,163
"a00017553",0,47,"female",187,12,1,0,"1-2 year","yes",2630.0,154
"a00017554",0,48,"male",133,0,1,1,"1-2 year","no",2630.0,122
"a00017555",0,26,"male",232,28,1,0,"1-2 year","yes",2630.0,122
"a00017556",0,56,"female",251,0,1,0,"1-2 year","yes",2630.0,122
"a00017557",0,23,"female",62,46,1,1,"< 1 year","no",2630.0,151
"a00017558",0,62,"female",88,46,1,1,"1-2 year","no",2630.0,122
"a00017559",0,23,"female",89,48,1,1,"1-2 year","no",2630.0,154
"a00017560",0,30,"male",113,46,1,1,"< 1 year","no",26727.0,154
"a00017561",1,42,"male",27,28,1,0,"1-2 year","yes",67618.0,122
"a00017562",0,56,"female",156,28,1,0,"1-2 year","yes",60926.0,122
"a00017563",1,48,"female",108,14,1,0,"1-2 year","yes",20021.0,154
"a00017564",0,24,"female",246,47,1,0,"< 1 year","no",29668.0,151
"a00017565",1,43,"female",189,20,1,0,"1-2 year","yes",2630.0,122
"a00017566",1,67,"male",244,28,1,0,"1-2 year","yes",53049.0,122
"a00017567",0,24,"male",107,35,1,1,"< 1 year","no",27287.0,151
"a00017568",0,40,"male",76,30,1,0,"1-2 year","yes",2630.0,163
"a00017569",0,72,"female",202,10,1,0,"1-2 year","yes",29063.0,154
"a00017570",0,58,"female",196,28,1,0,"1-2 year","yes",43547.0,122
"a00017571",0,37,"female",36,28,1,0,"1-2 year","yes",40313.0,122
"a00017572",0,77,"male",288,28,1,0,"1-2 year","yes",85858.0,122
"a00017573",0,24,"male",164,15,1,1,"< 1 year","no",2630.0,151
"a00017574",0,24,"male",166,30,1,1,"1-2 year","no",28138.0,163
"a00017575",0,55,"female",59,39,1,0,"> 2 years","yes",30452.0,122
"a00017576",0,24,"female",220,32,1,0,"< 1 year","yes",34532.0,151
"a00017577",0,51,"male",213,8,1,0,"1-2 year","yes",32932.0,154
"a00017578",0,73,"female",159,28,1,0,"1-2 year","yes",52615.0,122
"a00017579",0,24,"male",22,41,1,1,"< 1 year","no",2630.0,151
"a00017580",0,34,"male",277,28,1,1,"1-2 year","no",26731.0,122
"a00017581",0,62,"female",70,28,1,0,"1-2 year","yes",63700.0,122
"a00017582",0,23,"female",122,50,1,1,"< 1 year","no",2630.0,151
"a00017583",1,52,"male",14,29,1,0,"1-2 year","yes",30029.0,122
"a00017584",1,35,"female",153,28,1,0,"1-2 year","yes",45181.0,122
"a00017585",0,25,"female",176,8,1,1,"< 1 year","no",36235.0,151
"a00017586",0,31,"female",62,11,1,0,"1-2 year","yes",25539.0,154
"a00017587",1,33,"male",228,28,1,0,"1-2 year","yes",32540.0,154
"a00017588",0,72,"male",70,24,1,1,"1-2 year","no",28528.0,122
"a00017589",0,71,"male",101,28,1,1,"1-2 year","no",28442.0,122
"a00017590",0,49,"male",51,28,1,0,"1-2 year","yes",24117.0,154
"a00017591",1,39,"female",46,28,1,0,"1-2 year","yes",38299.0,122
"a00017592",0,39,"male",18,28,1,1,"1-2 year","no",31036.0,122
"a00017593",0,46,"female",248,8,1,0,"1-2 year","yes",35248.0,154
"a00017594",0,41,"male",84,36,1,0,"1-2 year","yes",32884.0,154
"a00017595",0,76,"female",285,28,1,0,"> 2 years","yes",2630.0,154
"a00017596",0,41,"male",264,28,1,1,"1-2 year","no",60803.0,122
"a00017597",0,41,"male",265,8,1,1,"1-2 year","yes",39796.0,154
"a00017598",0,24,"male",162,15,1,1,"< 1 year","no",46915.0,151
"a00017599",0,79,"male",35,28,1,0,"> 2 years","yes",47466.0,122
"a00017600",0,65,"female",25,28,1,0,"1-2 year","yes",54157.0,122
"a00017601",1,40,"female",294,28,1,0,"1-2 year","yes",49377.0,122
"a00017602",0,58,"male",79,28,1,0,"1-2 year","yes",28813.0,122
"a00017603",1,38,"female",271,15,1,0,"1-2 year","yes",28284.0,154
"a00017604",1,73,"male",53,28,1,0,"1-2 year","yes",49170.0,122
"a00017605",1,46,"male",75,3,1,0,"1-2 year","yes",28246.0,163
"a00017606",1,48,"male",250,28,1,0,"> 2 years","yes",2630.0,122
"a00017607",0,23,"female",135,33,1,0,"< 1 year","no",35394.0,151
"a00017608",0,73,"male",33,9,1,0,"1-2 year","yes",24813.0,154
"a00017609",0,70,"male",115,28,1,0,"> 2 years","yes",51565.0,122
"a00017610",0,65,"female",223,28,1,0,"1-2 year","yes",22922.0,154
"a00017611",0,27,"male",105,33,1,1,"< 1 year","no",34831.0,151
"a00017612",0,56,"male",213,28,1,0,"1-2 year","yes",75378.0,154
"a00017613",0,29,"female",182,28,1,0,"1-2 year","yes",29594.0,122
"a00017614",0,37,"female",140,28,1,0,"1-2 year","yes",37079.0,122
"a00017615",0,40,"female",157,28,1,0,"1-2 year","yes",39002.0,122
"a00017616",0,73,"male",255,28,1,0,"> 2 years","yes",38816.0,122
"a00017617",0,46,"male",228,0,1,0,"> 2 years","yes",2630.0,122
"a00017618",1,41,"male",71,41,1,0,"1-2 year","yes",22347.0,163
"a00017619",0,24,"female",248,2,1,0,"< 1 year","yes",33771.0,151
"a00017620",0,51,"male",149,48,1,0,"> 2 years","yes",2630.0,154
"a00017621",0,43,"female",158,33,1,0,"1-2 year","yes",34102.0,154
"a00017622",1,45,"female",144,28,1,0,"1-2 year","yes",34478.0,122
"a00017623",0,31,"male",265,49,1,0,"1-2 year","yes",32273.0,154
"a00017624",0,80,"female",154,28,1,0,"1-2 year","yes",49967.0,122
"a00017625",0,24,"female",69,32,1,0,"< 1 year","yes",37316.0,151
"a00017626",0,57,"male",46,50,1,0,"1-2 year","yes",46637.0,122
"a00017627",0,37,"female",189,28,1,0,"1-2 year","yes",2630.0,154
"a00017628",0,24,"female",254,6,1,1,"< 1 year","no",23294.0,151
"a00017629",0,42,"female",161,28,1,1,"1-2 year","yes",35793.0,122
"a00017630",0,66,"female",138,28,1,0,"1-2 year","yes",52934.0,122
"a00017631",0,31,"male",167,29,1,0,"1-2 year","yes",2630.0,163
"a00017632",0,30,"female",25,3,1,1,"< 1 year","no",38116.0,151
"a00017633",0,51,"male",163,41,1,0,"1-2 year","yes",2630.0,122
"a00017634",0,62,"male",126,28,1,0,"1-2 year","yes",37189.0,154
"a00017635",0,72,"female",210,22,1,0,"1-2 year","yes",31726.0,154
"a00017636",0,45,"female",263,28,1,1,"1-2 year","no",26902.0,122
"a00017637",1,70,"female",108,28,1,0,"> 2 years","yes",47582.0,122
"a00017638",0,31,"male",52,11,1,0,"1-2 year","yes",29217.0,154
"a00017639",0,51,"female",254,28,1,0,"1-2 year","yes",61003.0,122
"a00017640",1,35,"male",149,28,1,0,"1-2 year","yes",39368.0,154
"a00017641",1,53,"male",241,28,1,0,"1-2 year","yes",37662.0,122
"a00017642",1,56,"male",121,41,1,0,"1-2 year","yes",36377.0,154
"a00017643",0,55,"female",218,3,1,0,"1-2 year","yes",29292.0,154
"a00017644",0,21,"female",137,28,1,0,"< 1 year","yes",44419.0,163
"a00017645",0,30,"male",249,15,1,0,"1-2 year","yes",30869.0,154
"a00017646",0,58,"female",104,28,1,0,"1-2 year","no",40260.0,122
"a00017647",1,46,"male",54,9,1,0,"1-2 year","yes",26328.0,163
"a00017648",0,49,"male",291,49,1,0,"1-2 year","yes",2630.0,163
"a00017649",1,38,"female",51,28,1,0,"1-2 year","yes",48485.0,122
"a00017650",0,38,"male",272,41,1,1,"1-2 year","no",37407.0,154
"a00017651",1,28,"female",190,28,1,0,"< 1 year","yes",42366.0,154
"a00017652",0,66,"male",126,28,1,0,"1-2 year","no",50440.0,122
"a00017653",0,60,"male",266,8,1,0,"1-2 year","no",44475.0,122
"a00017654",0,57,"male",249,3,1,1,"1-2 year","no",17504.0,154
"a00017655",0,27,"male",149,3,1,1,"1-2 year","yes",19387.0,163
"a00017656",0,36,"female",55,20,1,1,"1-2 year","no",2630.0,122
"a00017657",0,23,"male",43,28,1,0,"< 1 year","yes",54141.0,122
"a00017658",0,38,"female",11,28,1,0,"1-2 year","yes",40730.0,154
"a00017659",0,65,"male",223,28,1,1,"1-2 year","yes",29203.0,122
"a00017660",1,45,"male",13,35,1,0,"1-2 year","yes",34788.0,122
"a00017661",0,49,"male",243,42,1,0,"1-2 year","yes",2630.0,122
"a00017662",0,43,"female",266,28,1,0,"1-2 year","yes",59762.0,122
"a00017663",0,38,"male",70,28,1,1,"1-2 year","no",25693.0,154
"a00017664",0,37,"female",176,24,1,0,"1-2 year","yes",2630.0,154
"a00017665",0,72,"male",203,28,1,0,"> 2 years","yes",68392.0,122
"a00017666",0,51,"male",125,8,1,0,"1-2 year","yes",40998.0,122
"a00017667",0,63,"male",149,28,1,1,"1-2 year","no",49949.0,122
"a00017668",0,39,"male",126,8,1,0,"1-2 year","no",29572.0,154
"a00017669",0,40,"female",278,28,1,0,"1-2 year","yes",53098.0,122
"a00017670",0,54,"male",183,47,1,0,"1-2 year","yes",27062.0,163
"a00017671",0,43,"male",204,28,1,0,"1-2 year","yes",24226.0,122
"a00017672",0,69,"male",262,28,1,0,"1-2 year","no",51393.0,122
"a00017673",0,23,"male",282,50,1,1,"< 1 year","no",31218.0,151
"a00017674",0,24,"female",185,15,1,1,"< 1 year","no",2630.0,151
"a00017675",0,40,"female",184,28,1,0,"1-2 year","yes",38452.0,122
"a00017676",1,54,"male",231,28,1,0,"1-2 year","yes",46550.0,122
"a00017677",0,23,"female",233,17,1,1,"< 1 year","no",54893.0,151
"a00017678",1,41,"male",126,31,1,0,"1-2 year","yes",2630.0,122
"a00017679",0,43,"female",56,8,1,0,"1-2 year","yes",27336.0,122
"a00017680",0,23,"female",181,12,1,1,"< 1 year","no",2630.0,151
"a00017681",0,54,"male",93,28,1,0,"1-2 year","no",55656.0,122
"a00017682",0,38,"male",230,28,1,0,"1-2 year","yes",38861.0,122
"a00017683",0,23,"male",91,50,1,0,"< 1 year","yes",37132.0,151
"a00017684",0,24,"female",201,13,1,1,"< 1 year","no",25294.0,151
"a00017685",0,68,"male",128,28,1,0,"1-2 year","yes",35804.0,122
"a00017686",0,59,"male",252,28,1,0,"1-2 year","yes",44006.0,122
"a00017687",0,66,"male",178,28,1,1,"1-2 year","no",34037.0,122
"a00017688",0,45,"female",92,28,1,1,"1-2 year","no",34435.0,122
"a00017689",0,38,"female",100,28,1,0,"1-2 year","yes",41019.0,122
"a00017690",0,38,"male",151,46,1,0,"1-2 year","yes",26574.0,154
"a00017691",0,57,"female",185,28,1,1,"1-2 year","no",24917.0,122
"a00017692",0,44,"male",111,28,1,0,"1-2 year","yes",49787.0,122
"a00017693",1,21,"female",112,28,1,0,"< 1 year","yes",52404.0,154
"a00017694",1,33,"female",53,28,1,0,"1-2 year","yes",41718.0,154
"a00017695",0,33,"male",289,3,1,1,"1-2 year","no",37139.0,154
"a00017696",0,50,"male",38,30,1,0,"1-2 year","yes",29701.0,154
"a00017697",0,24,"female",55,42,1,0,"< 1 year","yes",18020.0,151
"a00017698",0,39,"male",205,45,1,0,"1-2 year","no",2630.0,154
"a00017699",0,36,"male",170,15,1,0,"1-2 year","yes",39880.0,154
"a00017700",0,67,"male",78,15,1,0,"1-2 year","yes",28123.0,122
"a00017701",1,54,"female",117,28,1,0,"1-2 year","yes",63565.0,122
"a00017702",0,71,"male",156,28,1,0,"1-2 year","yes",47209.0,122
"a00017703",0,53,"male",288,28,1,1,"1-2 year","no",42919.0,122
"a00017704",0,41,"male",25,47,1,0,"1-2 year","yes",35815.0,122
"a00017705",0,24,"female",165,25,1,1,"< 1 year","no",37364.0,151
"a00017706",1,23,"female",194,28,1,0,"< 1 year","yes",32778.0,122
"a00017707",0,53,"female",105,28,1,1,"1-2 year","no",54465.0,122
"a00017708",0,34,"male",77,28,1,1,"1-2 year","no",34441.0,122
"a00017709",0,44,"male",28,28,1,0,"> 2 years","yes",31844.0,122
"a00017710",0,63,"female",196,28,1,0,"1-2 year","yes",37729.0,122
"a00017711",0,54,"male",227,28,1,0,"1-2 year","yes",37524.0,122
"a00017712",0,31,"male",133,28,1,0,"< 1 year","yes",42184.0,163
"a00017713",0,33,"male",48,26,1,0,"< 1 year","yes",50292.0,154
"a00017714",0,60,"female",170,28,1,0,"1-2 year","no",60418.0,122
"a00017715",0,32,"male",126,28,1,0,"< 1 year","yes",19880.0,122
"a00017716",0,51,"male",216,28,1,0,"1-2 year","yes",42605.0,122
"a00017717",0,41,"male",239,28,1,0,"1-2 year","yes",33485.0,122
"a00017718",0,47,"female",220,28,1,0,"> 2 years","yes",2630.0,122
"a00017719",0,51,"female",177,28,1,0,"1-2 year","yes",69856.0,122
"a00017720",0,55,"male",279,33,1,0,"1-2 year","yes",27218.0,154
"a00017721",0,39,"female",86,28,1,0,"> 2 years","yes",52257.0,122
"a00017722",0,70,"female",69,28,1,0,"1-2 year","yes",30906.0,122
"a00017723",0,62,"male",156,28,1,0,"1-2 year","yes",2630.0,122
"a00017724",0,51,"female",70,28,1,0,"1-2 year","yes",63165.0,122
"a00017725",0,32,"male",46,8,1,0,"1-2 year","yes",2630.0,163
"a00017726",0,21,"male",138,28,1,0,"< 1 year","yes",2630.0,163
"a00017727",0,41,"male",270,8,1,1,"1-2 year","no",21279.0,122
"a00017728",0,34,"male",102,38,1,1,"1-2 year","no",29472.0,151
"a00017729",0,65,"male",78,28,1,0,"1-2 year","yes",31654.0,122
"a00017730",0,66,"male",147,28,1,0,"1-2 year","no",23632.0,122
"a00017731",0,48,"female",58,28,1,0,"1-2 year","yes",26790.0,154
"a00017732",0,37,"female",20,28,1,1,"1-2 year","no",22730.0,122
"a00017733",1,24,"female",167,49,1,0,"< 1 year","yes",33291.0,151
"a00017734",0,24,"male",239,49,1,0,"< 1 year","yes",33675.0,154
"a00017735",0,66,"male",225,28,1,1,"1-2 year","no",35756.0,122
"a00017736",1,47,"female",208,28,1,0,"1-2 year","yes",27133.0,163
"a00017737",0,32,"male",173,2,1,0,"< 1 year","yes",33946.0,154
"a00017738",0,23,"male",242,36,1,0,"1-2 year","yes",2630.0,163
"a00017739",1,51,"female",26,28,1,0,"1-2 year","yes",52102.0,122
"a00017740",0,24,"female",110,47,1,0,"1-2 year","yes",55101.0,154
"a00017741",1,42,"female",215,28,1,0,"> 2 years","yes",53633.0,122
"a00017742",1,33,"female",17,38,1,0,"< 1 year","yes",23229.0,163
"a00017743",0,69,"male",112,28,1,1,"1-2 year","no",67188.0,122
"a00017744",0,25,"male",178,24,1,0,"1-2 year","yes",2630.0,163
"a00017745",0,40,"male",295,28,1,0,"1-2 year","yes",35610.0,122
"a00017746",0,24,"female",156,47,1,1,"< 1 year","no",36391.0,151
"a00017747",0,33,"female",93,24,1,1,"1-2 year","no",19452.0,163
"a00017748",1,29,"male",67,28,1,0,"1-2 year","yes",2630.0,122
"a00017749",0,29,"female",284,28,1,0,"1-2 year","yes",31404.0,163
"a00017750",1,39,"male",163,7,1,0,"1-2 year","yes",2630.0,154
"a00017751",0,37,"male",261,28,1,0,"> 2 years","yes",38830.0,154
"a00017752",0,71,"female",276,39,1,0,"1-2 year","yes",41365.0,154
"a00017753",1,47,"male",124,15,1,0,"1-2 year","yes",31141.0,154
"a00017754",0,33,"female",74,14,1,0,"1-2 year","yes",26547.0,154
"a00017755",1,69,"male",78,28,1,0,"1-2 year","yes",27756.0,122
"a00017756",0,44,"male",77,28,1,1,"1-2 year","no",34177.0,122
"a00017757",0,31,"male",32,43,1,1,"1-2 year","no",2630.0,163
"a00017758",0,25,"male",186,47,1,0,"< 1 year","yes",34753.0,151
"a00017759",0,74,"female",77,28,1,0,"1-2 year","yes",51778.0,122
"a00017760",0,45,"female",166,28,1,0,"1-2 year","no",44480.0,122
"a00017761",0,58,"male",110,28,1,0,"1-2 year","yes",47757.0,154
"a00017762",0,85,"male",279,28,1,0,"1-2 year","yes",34005.0,122
"a00017763",0,44,"male",286,28,1,1,"1-2 year","no",89769.0,122
"a00017764",0,52,"female",243,28,1,0,"1-2 year","yes",34388.0,122
"a00017765",1,35,"female",108,28,1,0,"1-2 year","yes",30934.0,122
"a00017766",1,52,"female",13,29,1,0,"1-2 year","yes",33344.0,154
"a00017767",0,28,"male",32,29,1,0,"1-2 year","yes",31699.0,154
"a00017768",1,40,"female",250,28,1,0,"1-2 year","yes",2630.0,122
"a00017769",0,26,"female",157,47,1,1,"< 1 year","no",27870.0,151
"a00017770",0,49,"male",264,28,1,0,"1-2 year","yes",58050.0,154
"a00017771",0,57,"male",179,28,1,0,"> 2 years","yes",40721.0,122
"a00017772",0,27,"female",35,28,1,0,"< 1 year","yes",47631.0,122
"a00017773",0,31,"male",145,28,1,0,"1-2 year","yes",38108.0,154
"a00017774",0,34,"male",186,2,1,0,"1-2 year","yes",2630.0,163
"a00017775",0,29,"female",167,36,1,1,"< 1 year","no",2630.0,151
"a00017776",0,25,"female",257,39,1,0,"< 1 year","no",37474.0,151
"a00017777",1,51,"male",246,28,1,0,"1-2 year","yes",34104.0,122
"a00017778",0,39,"female",223,0,1,0,"1-2 year","yes",2630.0,122
"a00017779",0,25,"female",35,46,1,1,"< 1 year","no",2630.0,151
"a00017780",0,67,"male",91,28,1,0,"1-2 year","yes",45616.0,122
"a00017781",0,45,"male",265,28,1,0,"1-2 year","yes",57914.0,122
"a00017782",0,23,"male",65,13,1,0,"< 1 year","yes",25049.0,151
"a00017783",1,39,"female",173,12,1,0,"1-2 year","yes",34233.0,154
"a00017784",0,66,"female",50,28,1,1,"1-2 year","no",50925.0,122
"a00017785",1,41,"male",158,28,1,0,"1-2 year","yes",2630.0,122
"a00017786",0,21,"female",67,11,1,0,"1-2 year","yes",45180.0,154
"a00017787",0,61,"female",223,28,1,0,"> 2 years","yes",2630.0,122
"a00017788",0,23,"male",61,25,1,1,"< 1 year","no",53557.0,151
"a00017789",0,52,"male",183,28,1,0,"1-2 year","no",45599.0,122
"a00017790",0,41,"male",33,32,1,0,"1-2 year","yes",26988.0,163
"a00017791",1,33,"male",277,47,1,0,"1-2 year","yes",20459.0,163
"a00017792",0,59,"male",130,28,1,1,"1-2 year","no",45449.0,122
"a00017793",0,46,"male",295,34,1,0,"1-2 year","yes",25641.0,122
"a00017794",0,34,"female",25,22,1,1,"1-2 year","no",2630.0,151
"a00017795",0,69,"female",247,28,1,0,"> 2 years","yes",64561.0,122
"a00017796",1,43,"female",100,28,1,0,"1-2 year","yes",74292.0,122
"a00017797",1,47,"female",124,9,1,0,"> 2 years","yes",32294.0,154
"a00017798",0,22,"female",229,33,1,1,"< 1 year","no",32517.0,163
"a00017799",1,48,"male",267,28,1,0,"> 2 years","yes",38940.0,122
"a00017800",0,21,"male",118,21,1,0,"< 1 year","yes",2630.0,163
"a00017801",1,43,"male",219,41,1,0,"1-2 year","yes",40297.0,154
"a00017802",0,33,"male",140,29,1,0,"1-2 year","yes",42972.0,163
"a00017803",0,67,"female",220,28,1,1,"1-2 year","no",55511.0,122
"a00017804",0,59,"male",214,26,1,1,"1-2 year","no",28005.0,122
"a00017805",0,66,"female",251,28,1,0,"> 2 years","yes",56359.0,122
"a00017806",0,37,"male",116,23,1,0,"1-2 year","yes",2630.0,154
"a00017807",0,46,"male",261,18,1,0,"1-2 year","yes",33331.0,154
"a00017808",0,74,"female",279,40,1,0,"1-2 year","yes",28714.0,122
"a00017809",0,53,"male",189,28,1,1,"1-2 year","no",2630.0,122
"a00017810",0,49,"male",27,28,1,1,"1-2 year","no",41247.0,122
"a00017811",1,27,"male",58,30,1,0,"< 1 year","no",26356.0,154
"a00017812",0,36,"female",28,10,1,1,"1-2 year","no",25242.0,151
"a00017813",0,43,"female",263,28,1,1,"1-2 year","no",30513.0,122
"a00017814",0,31,"female",249,28,1,1,"< 1 year","no",41347.0,154
"a00017815",0,41,"male",89,26,1,0,"1-2 year","yes",36840.0,154
"a00017816",0,46,"female",254,46,1,0,"1-2 year","yes",31552.0,122
"a00017817",1,46,"female",255,28,1,0,"1-2 year","yes",43102.0,122
"a00017818",1,43,"male",47,39,1,0,"1-2 year","yes",23824.0,122
"a00017819",0,22,"female",250,28,1,0,"1-2 year","yes",36484.0,122
"a00017820",0,48,"female",178,28,1,0,"1-2 year","yes",59765.0,122
"a00017821",0,21,"male",259,28,1,0,"1-2 year","yes",37615.0,163
"a00017822",0,35,"female",29,48,1,0,"1-2 year","yes",2630.0,163
"a00017823",0,47,"male",291,11,1,0,"1-2 year","yes",2630.0,154
"a00017824",0,59,"male",149,28,1,0,"1-2 year","yes",27544.0,122
"a00017825",0,28,"male",227,28,1,1,"< 1 year","no",54698.0,151
