"id_new","age","gender","tenure","region","dl","has_v_insurance","v_age","v_accident","v_prem_quote","cs_rep"
"a00021629",39,"male",194,46,1,0,"1-2 year","no",25144.0,154
"a00021630",46,"female",120,48,1,1,"1-2 year","no",2630.0,122
"a00021631",70,"female",201,28,1,1,"1-2 year","no",31255.0,122
"a00021632",24,"female",116,45,1,0,"< 1 year","yes",25737.0,151
"a00021633",51,"male",42,38,1,0,"1-2 year","yes",36477.0,163
"a00021634",24,"female",84,45,1,1,"< 1 year","no",25927.0,151
"a00021635",47,"male",36,28,1,0,"1-2 year","yes",37035.0,122
"a00021636",39,"female",15,28,1,0,"1-2 year","yes",2630.0,154
"a00021637",66,"male",220,28,1,0,"1-2 year","yes",37679.0,122
"a00021638",42,"male",52,29,1,0,"1-2 year","yes",24415.0,154
"a00021639",32,"male",26,28,1,0,"1-2 year","yes",38983.0,163
"a00021640",64,"male",44,28,1,1,"1-2 year","no",29311.0,122
"a00021641",45,"female",21,35,1,0,"1-2 year","yes",32419.0,154
"a00021642",23,"female",53,31,1,0,"< 1 year","yes",2630.0,151
"a00021643",23,"female",299,37,1,0,"< 1 year","no",2630.0,151
"a00021644",48,"female",112,24,1,0,"1-2 year","no",30792.0,122
"a00021645",40,"male",12,8,1,0,"1-2 year","yes",36436.0,154
"a00021646",62,"male",256,28,1,0,"1-2 year","yes",2630.0,122
"a00021647",51,"male",127,28,1,0,"> 2 years","yes",62930.0,163
"a00021648",33,"female",34,12,1,0,"< 1 year","yes",2630.0,154
"a00021649",53,"female",215,28,1,0,"1-2 year","yes",39141.0,154
"a00021650",49,"female",287,28,1,1,"1-2 year","no",32996.0,122
"a00021651",46,"female",114,28,1,1,"1-2 year","no",32249.0,122
"a00021652",21,"male",186,15,1,0,"< 1 year","yes",45147.0,163
"a00021653",47,"male",240,28,1,0,"1-2 year","yes",26222.0,122
"a00021654",28,"male",118,30,1,1,"< 1 year","no",52907.0,151
"a00021655",32,"female",73,8,1,0,"1-2 year","yes",45220.0,154
"a00021656",28,"male",253,19,1,1,"1-2 year","no",30882.0,154
"a00021657",36,"female",96,28,1,0,"1-2 year","yes",39766.0,122
"a00021658",44,"female",151,28,1,1,"1-2 year","no",35979.0,122
"a00021659",30,"female",89,37,1,1,"1-2 year","no",34545.0,154
"a00021660",23,"male",11,8,1,1,"< 1 year","no",42268.0,151
"a00021661",27,"male",182,28,1,0,"1-2 year","yes",55673.0,163
"a00021662",62,"male",62,28,1,0,"1-2 year","yes",23110.0,122
"a00021663",50,"male",17,28,1,0,"1-2 year","yes",26968.0,122
"a00021664",47,"female",245,28,1,0,"1-2 year","yes",41460.0,163
"a00021665",29,"male",58,41,1,0,"< 1 year","yes",26668.0,154
"a00021666",31,"female",278,28,1,0,"1-2 year","yes",32007.0,122
"a00021667",66,"female",27,50,1,0,"1-2 year","yes",2630.0,122
"a00021668",77,"male",189,28,1,0,"1-2 year","yes",56287.0,122
"a00021669",48,"female",225,3,1,1,"1-2 year","no",2630.0,122
"a00021670",48,"male",155,33,1,0,"1-2 year","yes",2630.0,163
"a00021671",21,"female",47,10,1,1,"< 1 year","yes",25701.0,154
"a00021672",62,"male",232,28,1,0,"> 2 years","yes",60273.0,122
"a00021673",23,"female",63,29,1,0,"< 1 year","yes",2630.0,151
"a00021674",59,"female",149,28,1,0,"1-2 year","yes",55234.0,122
"a00021675",34,"female",288,46,1,0,"1-2 year","yes",26942.0,154
"a00021676",45,"male",143,28,1,0,"1-2 year","yes",43722.0,154
"a00021677",35,"female",56,30,1,0,"1-2 year","yes",30120.0,154
"a00021678",23,"male",93,14,1,1,"< 1 year","no",34078.0,151
"a00021679",63,"female",283,28,1,1,"1-2 year","no",2630.0,122
"a00021680",76,"male",205,28,1,1,"1-2 year","no",26499.0,122
"a00021681",54,"female",273,6,1,0,"1-2 year","yes",17076.0,154
"a00021682",52,"female",256,28,1,0,"1-2 year","yes",35628.0,122
"a00021683",33,"female",126,15,1,1,"< 1 year","no",32412.0,151
"a00021684",30,"female",178,13,1,0,"1-2 year","yes",21802.0,154
"a00021685",39,"male",128,28,1,0,"1-2 year","yes",41837.0,122
"a00021686",21,"male",112,30,1,0,"< 1 year","yes",28385.0,154
"a00021687",33,"male",170,22,1,1,"1-2 year","no",2630.0,154
"a00021688",23,"female",14,17,1,0,"< 1 year","no",37160.0,151
"a00021689",63,"male",164,28,1,0,"1-2 year","yes",105148.0,122
"a00021690",43,"male",245,35,1,0,"1-2 year","yes",43055.0,122
"a00021691",33,"male",80,6,1,1,"1-2 year","no",2630.0,154
"a00021692",61,"male",218,28,1,0,"1-2 year","yes",41417.0,122
"a00021693",34,"male",280,28,1,1,"1-2 year","no",70363.0,122
"a00021694",21,"male",244,38,1,0,"1-2 year","yes",2630.0,154
"a00021695",24,"male",265,39,1,0,"< 1 year","yes",27080.0,151
"a00021696",46,"male",164,30,1,1,"1-2 year","no",27036.0,122
"a00021697",49,"male",178,46,1,0,"1-2 year","no",31372.0,154
"a00021698",32,"female",154,50,1,1,"< 1 year","no",27153.0,151
"a00021699",38,"male",141,11,1,0,"1-2 year","yes",26034.0,154
"a00021700",39,"female",259,8,1,0,"1-2 year","yes",35382.0,154
"a00021701",41,"female",218,28,1,0,"1-2 year","yes",2630.0,122
"a00021702",21,"male",101,28,1,0,"< 1 year","yes",73022.0,122
"a00021703",55,"female",37,28,1,0,"1-2 year","yes",50765.0,122
"a00021704",28,"male",201,36,1,1,"< 1 year","no",2630.0,151
"a00021705",51,"female",191,28,1,0,"1-2 year","yes",42828.0,122
"a00021706",69,"female",20,28,1,0,"> 2 years","yes",43741.0,122
"a00021707",51,"female",166,28,1,0,"1-2 year","yes",48475.0,122
"a00021708",33,"female",25,29,1,0,"< 1 year","no",2630.0,154
"a00021709",32,"female",99,1,1,0,"< 1 year","yes",2630.0,154
"a00021710",52,"male",96,22,1,0,"1-2 year","yes",27536.0,154
"a00021711",35,"male",194,28,1,0,"1-2 year","yes",42484.0,122
"a00021712",39,"male",117,28,1,0,"1-2 year","yes",40994.0,122
"a00021713",39,"male",216,19,1,0,"1-2 year","yes",2630.0,154
"a00021714",49,"male",41,28,1,0,"> 2 years","yes",24002.0,122
"a00021715",77,"male",274,28,1,0,"> 2 years","yes",36223.0,154
"a00021716",64,"male",154,28,1,0,"1-2 year","yes",27398.0,163
"a00021717",24,"female",214,2,1,0,"< 1 year","yes",28013.0,151
"a00021718",40,"female",204,36,1,0,"1-2 year","yes",2630.0,122
"a00021719",47,"male",250,18,1,0,"1-2 year","yes",2630.0,163
"a00021720",34,"female",131,29,1,0,"1-2 year","yes",41008.0,154
"a00021721",35,"female",217,36,1,0,"1-2 year","yes",30869.0,151
"a00021722",23,"female",29,15,1,0,"< 1 year","yes",35039.0,151
"a00021723",74,"male",114,28,1,0,"1-2 year","no",37909.0,122
"a00021724",75,"female",177,28,1,0,"1-2 year","yes",38739.0,122
"a00021725",28,"male",288,9,1,0,"1-2 year","yes",2630.0,163
"a00021726",32,"male",198,28,1,0,"1-2 year","yes",27369.0,122
"a00021727",47,"male",72,28,1,0,"1-2 year","yes",2630.0,122
"a00021728",79,"female",31,28,1,0,"1-2 year","yes",50769.0,122
"a00021729",25,"male",163,29,1,1,"< 1 year","no",31489.0,151
"a00021730",24,"female",15,13,1,1,"< 1 year","no",29532.0,151
"a00021731",24,"female",154,49,1,1,"< 1 year","yes",24365.0,151
"a00021732",54,"male",256,46,1,0,"> 2 years","yes",21804.0,154
"a00021733",72,"female",118,28,1,1,"1-2 year","no",53305.0,122
"a00021734",33,"female",274,28,1,0,"< 1 year","yes",44279.0,122
"a00021735",45,"female",172,28,1,0,"1-2 year","yes",48257.0,163
"a00021736",71,"male",17,28,1,0,"1-2 year","yes",2630.0,122
"a00021737",60,"male",144,26,1,1,"1-2 year","no",39176.0,122
"a00021738",56,"female",47,28,1,0,"> 2 years","yes",50135.0,122
"a00021739",48,"female",77,28,1,0,"> 2 years","yes",41094.0,122
"a00021740",61,"female",110,26,1,0,"> 2 years","yes",26823.0,154
"a00021741",24,"female",287,28,1,0,"< 1 year","yes",78865.0,151
"a00021742",43,"male",153,28,1,0,"1-2 year","yes",47007.0,122
"a00021743",48,"female",132,28,1,0,"> 2 years","yes",57492.0,122
"a00021744",74,"male",182,28,1,0,"1-2 year","yes",64872.0,122
"a00021745",60,"male",100,28,1,0,"1-2 year","yes",51068.0,122
"a00021746",24,"male",274,50,1,1,"< 1 year","no",47029.0,151
"a00021747",28,"male",254,8,1,1,"< 1 year","no",25956.0,151
"a00021748",25,"male",168,28,1,1,"1-2 year","yes",42049.0,122
"a00021749",22,"female",227,46,1,0,"< 1 year","yes",48211.0,154
"a00021750",37,"male",276,28,1,1,"1-2 year","no",2630.0,122
"a00021751",30,"female",145,28,1,1,"1-2 year","no",33533.0,122
"a00021752",29,"male",149,24,1,0,"1-2 year","yes",34631.0,154
"a00021753",38,"male",237,0,1,1,"1-2 year","no",2630.0,122
"a00021754",52,"male",67,28,1,0,"1-2 year","yes",44841.0,154
"a00021755",66,"male",222,28,1,0,"> 2 years","yes",44562.0,122
"a00021756",31,"male",177,28,1,1,"< 1 year","yes",33621.0,154
"a00021757",60,"female",187,28,1,1,"1-2 year","no",61848.0,122
"a00021758",24,"male",288,27,1,0,"< 1 year","yes",24266.0,151
"a00021759",69,"female",138,28,1,0,"1-2 year","yes",49977.0,122
"a00021760",40,"male",66,28,1,1,"1-2 year","no",2630.0,122
"a00021761",38,"female",106,28,1,0,"1-2 year","yes",23959.0,163
"a00021762",27,"female",25,6,1,1,"< 1 year","no",27707.0,151
"a00021763",35,"female",78,28,1,0,"1-2 year","yes",38560.0,163
"a00021764",40,"female",269,28,1,0,"> 2 years","yes",50203.0,122
"a00021765",25,"female",272,8,1,1,"< 1 year","no",39661.0,151
"a00021766",28,"female",73,46,1,0,"1-2 year","yes",24821.0,163
"a00021767",35,"male",82,28,1,1,"1-2 year","yes",16610.0,154
"a00021768",33,"female",210,21,1,0,"< 1 year","yes",37475.0,154
"a00021769",50,"male",132,28,1,1,"1-2 year","no",100445.0,122
"a00021770",56,"male",149,28,1,0,"1-2 year","yes",55393.0,122
"a00021771",21,"female",139,29,1,1,"< 1 year","no",43330.0,163
"a00021772",21,"male",132,36,1,1,"< 1 year","no",2630.0,163
"a00021773",35,"male",278,4,1,0,"1-2 year","yes",20739.0,163
"a00021774",37,"female",118,28,1,0,"1-2 year","yes",38539.0,154
"a00021775",24,"female",169,13,1,1,"< 1 year","no",30655.0,151
"a00021776",59,"male",30,18,1,0,"1-2 year","yes",73562.0,154
"a00021777",22,"male",158,47,1,0,"< 1 year","yes",41496.0,163
"a00021778",35,"female",94,50,1,0,"1-2 year","yes",2630.0,154
"a00021779",26,"female",221,33,1,1,"< 1 year","no",37108.0,151
"a00021780",42,"female",209,46,1,0,"1-2 year","yes",26912.0,122
"a00021781",51,"female",220,28,1,0,"> 2 years","yes",42527.0,122
"a00021782",38,"male",34,36,1,0,"1-2 year","yes",32568.0,154
"a00021783",29,"female",54,29,1,0,"< 1 year","no",29596.0,154
"a00021784",37,"female",126,39,1,0,"1-2 year","yes",30806.0,154
"a00021785",37,"male",64,7,1,0,"1-2 year","yes",2630.0,154
"a00021786",25,"male",230,30,1,1,"< 1 year","no",28277.0,154
"a00021787",28,"female",107,28,1,0,"< 1 year","yes",51937.0,122
"a00021788",24,"male",110,45,1,0,"1-2 year","yes",17411.0,154
"a00021789",31,"female",109,41,1,1,"1-2 year","no",44383.0,154
"a00021790",50,"male",53,28,1,1,"1-2 year","no",26019.0,122
"a00021791",78,"male",234,28,1,0,"> 2 years","yes",2630.0,122
"a00021792",46,"male",220,30,1,1,"1-2 year","no",2630.0,122
"a00021793",45,"male",207,28,1,0,"1-2 year","yes",65544.0,122
"a00021794",47,"male",284,28,1,0,"1-2 year","yes",34423.0,122
"a00021795",67,"female",192,28,1,0,"1-2 year","yes",55519.0,122
"a00021796",39,"male",119,0,1,0,"1-2 year","yes",2630.0,122
"a00021797",49,"male",181,48,1,0,"1-2 year","yes",2630.0,154
"a00021798",58,"female",207,28,1,1,"1-2 year","no",68001.0,122
"a00021799",42,"male",236,28,1,0,"1-2 year","yes",32953.0,163
"a00021800",61,"female",210,41,1,0,"1-2 year","yes",30585.0,154
"a00021801",43,"male",281,36,1,0,"1-2 year","yes",31838.0,122
"a00021802",38,"female",290,28,1,0,"1-2 year","yes",2630.0,154
"a00021803",63,"female",196,22,1,0,"1-2 year","yes",2630.0,163
"a00021804",47,"male",228,28,1,0,"1-2 year","yes",40986.0,122
"a00021805",26,"female",48,8,1,1,"< 1 year","no",41512.0,151
"a00021806",38,"male",177,45,1,0,"1-2 year","yes",25793.0,154
"a00021807",58,"male",255,28,1,1,"1-2 year","no",61470.0,122
"a00021808",21,"female",24,28,1,0,"< 1 year","yes",2630.0,154
"a00021809",38,"male",129,46,1,0,"1-2 year","yes",27238.0,154
"a00021810",40,"male",73,28,1,1,"1-2 year","no",43144.0,154
"a00021811",36,"male",165,28,1,0,"1-2 year","no",47285.0,154
"a00021812",56,"female",221,46,1,1,"1-2 year","no",2630.0,122
"a00021813",73,"male",236,30,1,1,"1-2 year","no",2630.0,122
"a00021814",45,"female",157,32,1,0,"1-2 year","yes",31541.0,154
"a00021815",50,"male",248,36,1,0,"1-2 year","yes",2630.0,163
"a00021816",49,"male",263,1,1,1,"1-2 year","no",2630.0,122
"a00021817",24,"female",96,28,1,1,"< 1 year","no",84380.0,151
"a00021818",60,"female",224,8,1,0,"1-2 year","yes",44709.0,154
"a00021819",23,"female",81,8,1,1,"< 1 year","no",33064.0,151
"a00021820",72,"female",168,0,1,0,"1-2 year","yes",2630.0,122
"a00021821",21,"male",197,24,1,0,"< 1 year","yes",2630.0,163
"a00021822",60,"male",154,28,1,0,"1-2 year","yes",32752.0,163
"a00021823",48,"male",194,33,1,1,"1-2 year","no",2630.0,122
"a00021824",58,"male",72,28,1,0,"1-2 year","yes",46968.0,163
"a00021825",63,"male",31,8,1,0,"1-2 year","yes",38324.0,154
"a00021826",23,"female",289,25,1,1,"< 1 year","no",2630.0,151
"a00021827",23,"male",60,36,1,0,"< 1 year","no",35886.0,151
"a00021828",24,"female",162,15,1,0,"< 1 year","yes",34339.0,151
"a00021829",45,"male",49,28,1,0,"> 2 years","yes",43148.0,122
"a00021830",60,"male",118,33,1,0,"1-2 year","yes",23975.0,163
"a00021831",39,"female",203,28,1,0,"> 2 years","yes",53016.0,122
"a00021832",28,"female",101,35,1,0,"< 1 year","yes",30258.0,154
"a00021833",23,"male",254,46,1,1,"< 1 year","no",31870.0,151
"a00021834",66,"female",248,28,1,1,"1-2 year","no",50557.0,122
"a00021835",78,"male",116,28,1,1,"1-2 year","no",42493.0,122
"a00021836",35,"female",257,21,1,1,"1-2 year","no",25284.0,154
"a00021837",72,"male",169,28,1,1,"1-2 year","no",28704.0,122
"a00021838",23,"male",38,2,1,1,"< 1 year","no",37513.0,151
"a00021839",45,"male",78,30,1,0,"1-2 year","no",24076.0,163
"a00021840",23,"male",17,36,1,0,"< 1 year","yes",34053.0,151
"a00021841",42,"female",121,8,1,0,"1-2 year","yes",41936.0,154
"a00021842",28,"female",205,30,1,1,"1-2 year","no",29681.0,163
"a00021843",28,"female",233,28,1,1,"< 1 year","no",2630.0,151
"a00021844",36,"female",273,28,1,0,"1-2 year","yes",50937.0,122
"a00021845",41,"male",42,28,1,0,"1-2 year","yes",31413.0,154
"a00021846",51,"female",206,28,1,0,"1-2 year","yes",40347.0,122
"a00021847",46,"female",176,28,1,0,"1-2 year","yes",42032.0,154
"a00021848",60,"male",21,36,1,0,"1-2 year","yes",2630.0,163
"a00021849",42,"male",280,19,1,0,"1-2 year","yes",32003.0,122
"a00021850",50,"female",299,28,1,0,"1-2 year","yes",40139.0,122
"a00021851",34,"male",138,21,1,0,"1-2 year","yes",21209.0,154
"a00021852",48,"male",68,28,1,1,"1-2 year","no",2630.0,122
"a00021853",21,"male",78,46,1,1,"< 1 year","no",2630.0,163
"a00021854",35,"male",66,41,1,0,"1-2 year","yes",28701.0,154
"a00021855",48,"female",25,28,1,0,"1-2 year","yes",61708.0,122
"a00021856",29,"male",266,46,1,0,"< 1 year","yes",2630.0,154
"a00021857",37,"female",142,8,1,0,"1-2 year","yes",51145.0,154
"a00021858",75,"female",270,28,1,0,"1-2 year","yes",37144.0,122
"a00021859",48,"male",260,28,1,1,"1-2 year","no",35922.0,122
"a00021860",23,"male",298,24,1,0,"< 1 year","no",2630.0,151
"a00021861",25,"male",46,28,1,0,"1-2 year","yes",41718.0,154
"a00021862",29,"male",151,14,1,1,"< 1 year","no",26172.0,154
"a00021863",21,"female",159,8,1,0,"1-2 year","yes",40143.0,154
"a00021864",24,"female",108,2,1,0,"< 1 year","yes",33089.0,151
"a00021865",42,"male",68,3,1,0,"1-2 year","yes",21741.0,154
"a00021866",64,"male",257,28,1,0,"1-2 year","yes",46281.0,122
"a00021867",55,"male",157,28,1,0,"1-2 year","no",29966.0,122
"a00021868",28,"male",51,28,1,0,"1-2 year","yes",22094.0,154
"a00021869",34,"male",149,28,1,0,"1-2 year","no",30718.0,154
"a00021870",52,"female",39,28,1,0,"1-2 year","yes",40222.0,122
"a00021871",22,"male",246,6,1,0,"< 1 year","yes",24261.0,163
"a00021872",30,"male",231,28,1,0,"< 1 year","yes",41251.0,122
"a00021873",21,"male",92,11,1,0,"1-2 year","yes",25637.0,163
"a00021874",24,"female",16,2,1,1,"< 1 year","no",33127.0,151
"a00021875",60,"female",161,8,1,0,"1-2 year","no",41543.0,154
"a00021876",57,"female",166,28,1,0,"1-2 year","yes",52570.0,122
"a00021877",56,"female",283,28,1,0,"1-2 year","yes",47283.0,122
"a00021878",47,"male",206,28,1,0,"1-2 year","yes",46261.0,154
"a00021879",35,"female",228,28,1,0,"1-2 year","yes",33373.0,154
"a00021880",53,"male",132,47,1,1,"1-2 year","no",37950.0,154
"a00021881",51,"female",18,8,1,0,"1-2 year","no",39762.0,154
"a00021882",33,"male",90,28,1,1,"< 1 year","no",39761.0,151
"a00021883",23,"female",30,28,1,1,"< 1 year","no",48245.0,151
"a00021884",69,"male",188,13,1,0,"> 2 years","yes",32655.0,122
"a00021885",59,"male",110,28,1,0,"1-2 year","yes",37748.0,163
"a00021886",69,"female",81,28,1,0,"1-2 year","yes",58079.0,122
"a00021887",73,"male",60,19,1,0,"1-2 year","yes",35143.0,154
"a00021888",40,"male",144,8,1,1,"1-2 year","no",30514.0,163
"a00021889",24,"male",191,36,1,1,"< 1 year","no",32521.0,151
"a00021890",54,"male",200,28,1,1,"1-2 year","no",30917.0,122
"a00021891",50,"male",41,28,1,0,"1-2 year","yes",47908.0,122
"a00021892",68,"male",265,28,1,0,"1-2 year","yes",26906.0,154
"a00021893",44,"male",52,28,1,0,"1-2 year","yes",30643.0,154
"a00021894",40,"female",144,50,1,0,"1-2 year","yes",38735.0,122
"a00021895",44,"male",213,3,1,0,"1-2 year","yes",38597.0,154
"a00021896",23,"female",268,32,1,0,"< 1 year","yes",31732.0,151
"a00021897",45,"female",229,28,1,0,"1-2 year","yes",48682.0,122
"a00021898",45,"female",72,28,1,0,"1-2 year","yes",51424.0,122
"a00021899",21,"male",170,50,1,1,"< 1 year","no",36519.0,163
"a00021900",63,"male",127,28,1,0,"> 2 years","yes",23962.0,122
"a00021901",40,"female",241,0,1,0,"1-2 year","yes",2630.0,122
"a00021902",65,"female",228,30,1,1,"1-2 year","no",30793.0,122
"a00021903",21,"male",299,30,1,0,"< 1 year","yes",2630.0,163
"a00021904",34,"female",215,41,1,0,"1-2 year","yes",35391.0,154
"a00021905",44,"male",168,28,1,1,"1-2 year","no",39639.0,122
"a00021906",41,"male",172,46,1,0,"> 2 years","yes",2630.0,154
"a00021907",63,"male",254,29,1,0,"1-2 year","no",50819.0,154
"a00021908",26,"male",69,28,1,1,"< 1 year","no",55760.0,151
"a00021909",38,"male",32,28,1,0,"1-2 year","yes",42787.0,122
"a00021910",24,"male",102,28,1,1,"< 1 year","no",49077.0,151
"a00021911",25,"female",170,33,1,1,"< 1 year","no",37575.0,154
"a00021912",32,"male",281,28,1,0,"< 1 year","yes",27262.0,154
"a00021913",38,"female",271,28,1,0,"1-2 year","yes",32964.0,154
"a00021914",50,"male",117,28,1,0,"> 2 years","yes",21989.0,122
"a00021915",70,"male",219,28,1,1,"1-2 year","no",54747.0,122
"a00021916",43,"male",240,45,1,0,"1-2 year","yes",2630.0,154
"a00021917",67,"female",116,28,1,0,"1-2 year","yes",2630.0,122
"a00021918",48,"male",13,7,1,0,"1-2 year","yes",2630.0,163
"a00021919",78,"female",76,28,1,0,"1-2 year","yes",49252.0,122
"a00021920",62,"male",232,28,1,0,"1-2 year","no",29432.0,122
"a00021921",38,"female",37,5,1,0,"1-2 year","yes",2630.0,163
"a00021922",34,"female",243,43,1,0,"1-2 year","yes",35934.0,154
"a00021923",55,"female",210,28,1,1,"1-2 year","no",32239.0,122
"a00021924",44,"male",268,28,1,1,"1-2 year","no",38001.0,122
"a00021925",41,"female",159,11,1,0,"1-2 year","yes",24893.0,154
"a00021926",30,"female",137,7,1,0,"1-2 year","yes",36834.0,154
"a00021927",54,"male",15,0,1,0,"1-2 year","yes",2630.0,122
"a00021928",30,"male",267,28,1,0,"1-2 year","yes",55103.0,154
"a00021929",37,"female",206,28,1,1,"1-2 year","yes",47011.0,122
"a00021930",50,"female",170,28,1,0,"1-2 year","yes",43379.0,122
"a00021931",32,"female",46,38,1,0,"< 1 year","yes",27694.0,154
"a00021932",52,"female",114,28,1,0,"1-2 year","yes",29328.0,122
"a00021933",41,"male",130,28,1,0,"1-2 year","yes",23778.0,154
"a00021934",23,"male",149,50,1,1,"< 1 year","no",34562.0,151
"a00021935",31,"male",111,4,1,0,"< 1 year","yes",26635.0,154
"a00021936",58,"male",157,8,1,0,"1-2 year","yes",37092.0,154
"a00021937",26,"female",128,28,1,0,"< 1 year","yes",85327.0,163
"a00021938",39,"male",220,36,1,0,"1-2 year","yes",32414.0,154
"a00021939",70,"male",171,28,1,0,"1-2 year","yes",61826.0,122
"a00021940",74,"male",197,46,1,1,"1-2 year","no",2630.0,122
"a00021941",41,"male",54,28,1,0,"1-2 year","yes",24292.0,122
"a00021942",48,"male",245,50,1,1,"1-2 year","no",40824.0,154
"a00021943",21,"male",209,6,1,1,"< 1 year","yes",36149.0,163
"a00021944",32,"male",55,6,1,0,"1-2 year","yes",34621.0,154
"a00021945",25,"female",77,27,1,0,"< 1 year","yes",27291.0,151
"a00021946",46,"male",69,2,1,0,"1-2 year","yes",2630.0,154
"a00021947",51,"female",44,8,1,0,"1-2 year","yes",2630.0,154
"a00021948",37,"female",265,46,1,0,"1-2 year","yes",33624.0,154
"a00021949",54,"male",73,28,1,0,"> 2 years","yes",28640.0,122
"a00021950",28,"male",245,28,1,1,"< 1 year","no",53764.0,151
"a00021951",24,"male",117,13,1,0,"< 1 year","yes",31400.0,151
"a00021952",36,"male",49,28,1,0,"1-2 year","yes",43452.0,122
"a00021953",51,"male",51,3,1,0,"1-2 year","yes",36942.0,163
"a00021954",49,"female",218,28,1,0,"1-2 year","yes",402863.0,122
"a00021955",23,"male",149,35,1,0,"< 1 year","yes",45206.0,163
"a00021956",58,"female",117,27,1,0,"1-2 year","yes",2630.0,163
"a00021957",43,"female",158,15,1,0,"1-2 year","yes",27587.0,154
"a00021958",23,"female",131,8,1,1,"< 1 year","no",51493.0,151
"a00021959",34,"male",107,8,1,0,"1-2 year","yes",33905.0,154
"a00021960",70,"male",15,28,1,1,"1-2 year","no",37699.0,122
"a00021961",41,"male",86,28,1,0,"1-2 year","yes",38767.0,122
"a00021962",43,"male",216,28,1,0,"1-2 year","yes",2630.0,122
"a00021963",33,"male",76,28,1,0,"< 1 year","yes",56044.0,122
"a00021964",29,"male",72,11,1,1,"< 1 year","no",37090.0,151
"a00021965",29,"male",49,46,1,1,"< 1 year","yes",26949.0,154
"a00021966",29,"male",172,45,1,0,"< 1 year","yes",29644.0,151
"a00021967",25,"male",193,47,1,0,"< 1 year","yes",30537.0,151
"a00021968",40,"male",148,28,1,0,"1-2 year","yes",35628.0,163
"a00021969",37,"male",58,28,1,0,"1-2 year","yes",30965.0,122
"a00021970",42,"male",134,28,1,1,"1-2 year","no",34290.0,154
"a00021971",27,"female",116,30,1,0,"< 1 year","yes",2630.0,163
"a00021972",24,"male",265,49,1,0,"< 1 year","yes",29206.0,151
"a00021973",44,"female",279,8,1,0,"1-2 year","yes",2630.0,154
"a00021974",62,"male",216,28,1,1,"1-2 year","no",27170.0,122
"a00021975",21,"female",64,46,1,0,"< 1 year","yes",48676.0,154
"a00021976",24,"female",91,46,1,1,"< 1 year","no",24515.0,151
"a00021977",32,"female",284,21,1,1,"< 1 year","no",2630.0,154
"a00021978",51,"male",283,28,1,0,"1-2 year","yes",2630.0,154
"a00021979",59,"male",289,28,1,1,"1-2 year","no",28885.0,122
"a00021980",34,"male",150,43,1,0,"1-2 year","yes",2630.0,163
"a00021981",24,"female",118,27,1,0,"< 1 year","yes",33616.0,151
"a00021982",34,"female",224,28,1,0,"> 2 years","yes",50200.0,122
"a00021983",36,"male",227,24,1,0,"1-2 year","yes",28185.0,154
"a00021984",26,"male",163,15,1,1,"< 1 year","no",36190.0,151
"a00021985",42,"male",162,48,1,0,"1-2 year","yes",2630.0,154
"a00021986",52,"male",203,1,1,0,"1-2 year","yes",2630.0,154
"a00021987",76,"male",217,0,1,0,"1-2 year","yes",2630.0,122
"a00021988",64,"female",263,28,1,0,"1-2 year","yes",50252.0,122
"a00021989",76,"male",55,28,1,0,"1-2 year","yes",32173.0,122
"a00021990",24,"male",150,21,1,0,"< 1 year","yes",28817.0,154
"a00021991",63,"male",162,28,1,0,"1-2 year","yes",47688.0,154
"a00021992",55,"female",195,28,1,0,"1-2 year","yes",188591.0,122
"a00021993",35,"male",113,28,1,0,"1-2 year","yes",31249.0,122
"a00021994",27,"female",39,28,1,1,"1-2 year","no",31347.0,122
"a00021995",43,"male",157,8,1,0,"1-2 year","yes",24793.0,154
"a00021996",38,"male",154,41,1,0,"1-2 year","yes",32705.0,154
"a00021997",45,"male",162,5,1,0,"1-2 year","yes",27467.0,154
"a00021998",40,"male",298,28,1,1,"1-2 year","no",2630.0,154
"a00021999",33,"female",147,46,1,0,"< 1 year","yes",25573.0,154
"a00022000",33,"female",149,46,1,1,"1-2 year","no",2630.0,122
"a00022001",25,"male",164,32,1,1,"< 1 year","no",29580.0,151
"a00022002",59,"male",297,28,1,0,"> 2 years","yes",42030.0,122
"a00022003",43,"female",26,28,1,0,"1-2 year","yes",43698.0,122
"a00022004",24,"male",12,14,1,0,"< 1 year","yes",25653.0,151
"a00022005",53,"male",250,28,1,0,"1-2 year","yes",61170.0,122
"a00022006",31,"female",198,28,1,0,"< 1 year","yes",23000.0,163
"a00022007",57,"male",101,46,1,0,"1-2 year","yes",42435.0,154
"a00022008",34,"male",270,30,1,0,"1-2 year","yes",13436.0,154
"a00022009",33,"female",18,33,1,1,"1-2 year","yes",36231.0,154
"a00022010",29,"male",107,41,1,0,"< 1 year","yes",37539.0,154
"a00022011",24,"male",14,31,1,1,"< 1 year","no",2630.0,151
"a00022012",50,"female",99,28,1,0,"1-2 year","yes",27791.0,122
"a00022013",24,"female",254,36,1,1,"< 1 year","no",28727.0,151
"a00022014",42,"male",10,50,1,0,"1-2 year","yes",20808.0,122
"a00022015",53,"female",41,24,1,1,"1-2 year","yes",2630.0,122
"a00022016",80,"female",92,28,1,0,"1-2 year","yes",54905.0,122
"a00022017",57,"male",10,8,1,0,"1-2 year","yes",33017.0,163
"a00022018",45,"male",118,36,1,0,"1-2 year","yes",2630.0,154
